words_count,average_word_length,case_ratio,screen_name_length,is_retweet,has_link,hashtags_count,mentions_count
0.00765775407336,0.00600753578539,0.0137064439234,0.00911529940931,0.0,0.0,0.0186636931551,0.0,AfD
0.00867878794981,0.00502468526168,0.00433786357138,0.00911529940931,0.0,0.0,0.00933184657755,0.0,AfD
0.00612620325869,0.00531917230998,0.0154802190194,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00816827101158,0.00569073214046,0.00474779913225,0.00911529940931,0.0102014264632,0.0,0.0,0.0,AfD
0.00306310162934,0.00750941973174,0.00822386635407,0.00911529940931,0.0102014264632,0.0,0.0,0.0,AfD
0.00867878794981,0.00469338733234,0.00464406570583,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00969982182625,0.00459457917798,0.00353714681895,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00714723713513,0.00871629076005,0.00455475674995,0.00911529940931,0.0102014264632,0.0,0.0,0.0,AfD
0.00918930488803,0.00443264359165,0.00154802190194,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00969982182625,0.00469338733234,0.00346268057014,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00561568632046,0.0084480971982,0.00265821942758,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00561568632046,0.00648540795014,0.00432835071267,0.00911529940931,0.0,0.0,0.00933184657755,0.0,AfD
0.00816827101158,0.00592540150707,0.00390837212867,0.00911529940931,0.0,0.0,0.0139977698663,0.0,AfD
0.00918930488803,0.00578851104322,0.00829795524014,0.00911529940931,0.0102014264632,0.0,0.0139977698663,0.0,AfD
0.00867878794981,0.00546641583413,0.00598099371205,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.0107208557027,0.00442519377049,0.00731010342583,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00561568632046,0.0035840412356,0.00626580293644,0.00911529940931,0.0,0.0,0.00466592328877,0.0,AfD
0.00867878794981,0.00485903629701,0.00299049685602,0.00911529940931,0.0102014264632,0.0,0.0,0.0,AfD
0.00459465244402,0.00698793225036,0.00785563353227,0.00911529940931,0.0,0.0,0.0186636931551,0.0,AfD
0.00306310162934,0.0042240485991,0.0048734022839,0.00911529940931,0.0102014264632,0.0,0.0,0.0,AfD
0.00969982182625,0.00390292209741,0.00666237274255,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00816827101158,0.00639474024031,0.0042251056498,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00969982182625,0.00494040771825,0.00526327446661,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00918930488803,0.00511057731743,0.0107413764624,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00714723713513,0.00643664548434,0.00342661098086,0.00911529940931,0.0,0.0,0.00466592328877,0.0,AfD
0.00918930488803,0.00495413107302,0.00692536114029,0.00911529940931,0.0,0.0,0.00933184657755,0.0,AfD
0.00867878794981,0.00557684847725,0.00260558141911,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.0020420677529,0.00750941973174,0.00411193317704,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00663672019691,0.00750941973174,0.00442823572912,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00816827101158,0.0042240485991,0.00639634049761,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00612620325869,0.00586673416542,0.00789491169991,0.00911529940931,0.0,0.0,0.0279955397326,0.0,AfD
0.00663672019691,0.00462118137338,0.00616789976555,0.00911529940931,0.0102014264632,0.0,0.00466592328877,0.0,AfD
0.00918930488803,0.00484983357675,0.00707429363788,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00918930488803,0.00599710603576,0.00686514060862,0.00911529940931,0.0102014264632,0.0,0.0,0.0,AfD
0.00663672019691,0.00714838993694,0.00465188399827,0.00911529940931,0.0,0.0,0.00466592328877,0.0,AfD
0.00816827101158,0.00574939948211,0.00402801617342,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00816827101158,0.00621873821534,0.00310334579399,0.00911529940931,0.0102014264632,0.0,0.00466592328877,0.0,AfD
0.0102103387645,0.00535046155886,0.00519402085521,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00918930488803,0.00511057731743,0.00335668014452,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00969982182625,0.00434755879206,0.00672861792608,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00255258469112,0.00807262621162,0.00918012988362,0.00911529940931,0.0,0.0,0.00466592328877,0.0,AfD
0.00714723713513,0.0056320647988,0.00391612683527,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00459465244402,0.00511057731743,0.00805603234686,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00612620325869,0.00398937923249,0.010320146013,0.00911529940931,0.0,0.0,0.00466592328877,0.0,AfD
0.00714723713513,0.00650369387481,0.00881734124562,0.00911529940931,0.0,0.0,0.00933184657755,0.0,AfD
0.00459465244402,0.00584065979135,0.0117483805058,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00153155081467,0.00312892488822,0.00657909308326,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00102103387645,0.00516272606557,0.0119619874241,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00765775407336,0.00600753578539,0.00822386635407,0.00911529940931,0.0,0.0,0.0186636931551,0.0,AfD
0.00612620325869,0.00508450294337,0.00708517716657,0.00911529940931,0.0,0.0,0.0186636931551,0.0,AfD
0.00408413550579,0.00375470986587,0.00616789976555,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.0102103387645,0.0044117840924,0.00559922815596,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00459465244402,0.00531917230998,0.00903012776135,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00918930488803,0.00589280853949,0.00815108877574,0.00911529940931,0.0,0.0,0.00933184657755,0.0,AfD
0.0,0.0,0.0,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00867878794981,0.0060185790497,0.0054322786926,0.00911529940931,0.0,0.0,0.00466592328877,0.0,AfD
0.00765775407336,0.00619527127868,0.00465188399827,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00612620325869,0.00602318040983,0.0111075597509,0.00911529940931,0.0,0.0,0.00933184657755,0.0,AfD
0.0102103387645,0.00535046155886,0.00519402085521,0.00911529940931,0.0,0.0,0.0139977698663,0.0,AfD
0.00918930488803,0.00453694108792,0.00529352317043,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.0102103387645,0.00539739543219,0.00572095050718,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.0102103387645,0.00535046155886,0.00519402085521,0.00911529940931,0.0,0.0,0.00933184657755,0.0,AfD
0.000510516938224,0.00469338733234,0.0,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.000510516938224,0.00375470986587,0.0,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00765775407336,0.00613269278092,0.00872736837572,0.00911529940931,0.0,0.0,0.00466592328877,0.0,AfD
0.00459465244402,0.00354611487332,0.00193502737743,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00867878794981,0.00530076686946,0.00274128878469,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00612620325869,0.0043022717213,0.00837339119689,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00867878794981,0.00557684847725,0.00390837212867,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00153155081467,0.00312892488822,0.0131581861665,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.000510516938224,0.0112641295976,0.00548257756938,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00765775407336,0.00607011428316,0.00203477105667,0.00911529940931,0.0,0.0,0.0,0.0,AfD
0.00561568632046,0.00512005890801,0.00657909308326,0.00911529940931,0.0,0.0,0.00466592328877,0.0,AfD
